0,-0.7560975551605225,"[0.0009044572416021899, 100, 'softmax', 41, 52, 0.007474509792233614]"
1,-0.734375,"[0.001, 100, 'sigmoid', 64, 50, 0.001]"
2,-0.6976743936538696,"[0.002736724945364168, 176, 'relu', 43, 100, 0.004054580456007741]"
3,-0.6896551847457886,"[0.000826530569713822, 100, 'softmax', 58, 130, 0.004076663329826983]"
4,-0.6865671873092651,"[0.0003370496593488172, 178, 'softmax', 134, 27, 0.009820415866644915]"
5,-0.6800000071525574,"[0.0003178223987162352, 171, 'softmax', 100, 157, 0.005758786882284298]"
6,-0.6666666865348816,"[0.007033402845388246, 186, 'sigmoid', 39, 177, 0.00947933351202255]"
7,-0.6571428775787354,"[0.002638773813230709, 132, 'sigmoid', 35, 118, 0.00701774765982711]"
8,-0.6470588445663452,"[0.004472802270262149, 168, 'softmax', 51, 197, 0.0009306509478612891]"
9,-0.6463414430618286,"[0.008246635880019646, 107, 'relu', 164, 134, 0.009814070867527188]"
10,-0.6379310488700867,"[0.0015869879330276504, 103, 'sigmoid', 58, 47, 0.0031699149921590314]"
11,-0.6363636255264282,"[0.000562952399721382, 192, 'softmax', 66, 44, 0.0045380035189755375]"
12,-0.6350364685058594,"[0.007738882672377352, 174, 'sigmoid', 137, 104, 0.001978125179432756]"
13,-0.3754940629005432,"[0.003949543037915438, 103, 'relu', 253, 198, 0.0006466433232905665]"
14,-0.3529411852359772,"[0.00014201146616883017, 101, 'relu', 34, 69, 0.0003429297672385536]"
15,-0.321739137172699,"[0.0006384834658585568, 118, 'relu', 115, 56, 0.004024027055896716]"
16,-0.3198198080062866,"[0.002862661000740577, 164, 'sigmoid', 222, 22, 0.008980211337812198]"
17,-0.28455284237861633,"[0.001151407608554463, 100, 'relu', 123, 180, 0.009937581316887045]"
18,-0.27419355511665344,"[0.0005619045937615042, 174, 'relu', 186, 162, 0.0021311344102619874]"
19,-0.2530120611190796,"[0.0005344799681755283, 100, 'sigmoid', 83, 120, 0.0036852614623984806]"
