-0.7238566279411316,"[289, 0.003949418198474033, 1e-06, 16]"
-0.712600588798523,"[500, 0.0001, 1e-06, 16]"
-0.6907740235328674,"[100, 0.001, 0.001, 64]"
-0.6833831071853638,"[388, 0.002508776129648426, 0.0013380154725966922, 266]"
-0.6681973338127136,"[50, 0.0011766335553050004, 0.0009354889904273485, 308]"
-0.6676140427589417,"[500, 0.0016538884658827907, 1e-06, 512]"
-0.6673123240470886,"[200, 0.0019929019026585434, 1e-06, 512]"
-0.6661351323127747,"[291, 0.001062489858087984, 0.0039926428990265895, 341]"
-0.6637229323387146,"[500, 0.01, 0.0009549219473379615, 512]"
-0.6604613065719604,"[249, 0.005042634148540531, 0.009276340516226413, 150]"
-0.6553900837898254,"[222, 0.0001769481562043732, 5.963542269462318e-05, 422]"
-0.6352381706237793,"[500, 0.01, 0.01, 512]"
-0.6224125623703003,"[494, 0.0010316744119723306, 0.003638018983374602, 342]"
-0.5499372482299805,"[450, 0.0014344577276723493, 0.00811353361785334, 478]"
-0.5396154522895813,"[416, 0.0016770755872644576, 0.006823577250980135, 165]"
-0.5380439162254333,"[5, 0.01, 0.005909875542691159, 512]"
-0.3619302213191986,"[406, 0.0007601689785474947, 0.005202271698056154, 195]"
-0.14921395480632782,"[431, 0.0003328825186301368, 0.009602150207667415, 482]"
-0.027096416801214218,"[230, 0.00016065700742228092, 0.009578992237269301, 43]"
-0.025973225012421608,"[5, 0.01, 1e-06, 16]"
