0,-0.7361111044883728,"[0.00020430760047668954, 122, 'softmax', 144, 62, 0.009578954584585317]"
1,-0.7358490824699402,"[0.002999595152128409, 117, 'softmax', 53, 60, 0.008891071123671703]"
2,-0.7158470153808594,"[0.00883309201004381, 175, 'softmax', 183, 98, 0.00706769816629216]"
3,-0.6960784196853638,"[0.0071014459145890005, 105, 'softmax', 102, 6, 0.009829398180286861]"
4,-0.675000011920929,"[0.0017528264291449406, 105, 'softmax', 160, 122, 0.005884811912025259]"
5,-0.668571412563324,"[0.007358769829288387, 100, 'softmax', 175, 35, 0.008763120233290508]"
6,-0.6666666865348816,"[0.006973874757912198, 190, 'sigmoid', 57, 57, 0.009279769067652106]"
7,-0.6666666865348816,"[0.008216938566615099, 146, 'sigmoid', 39, 139, 0.0021397403826147595]"
8,-0.6609195470809937,"[0.004873317336752142, 102, 'softmax', 174, 62, 0.00915214548923429]"
9,-0.6598984599113464,"[0.008433431068679356, 125, 'sigmoid', 197, 135, 0.0008674518765758593]"
10,-0.6531791687011719,"[0.0026157466641370773, 161, 'sigmoid', 173, 130, 0.0038651404624297394]"
11,-0.6507176756858826,"[0.003302653170500959, 143, 'softmax', 209, 90, 0.006120827408290358]"
12,-0.6470588445663452,"[0.0037513734552248558, 154, 'softmax', 51, 90, 0.008498336413449463]"
13,-0.6412556171417236,"[0.009294661406062124, 101, 'softmax', 223, 42, 0.006917749422225172]"
14,-0.6409090757369995,"[0.0004273765893473493, 159, 'softmax', 220, 181, 0.007037066821329497]"
15,-0.6388888955116272,"[0.0017703508842578021, 129, 'sigmoid', 216, 65, 0.00915172924954351]"
16,-0.6349206566810608,"[0.004176622320729905, 181, 'sigmoid', 126, 115, 0.004856592424991822]"
17,-0.6041666865348816,"[0.00029854592229492456, 108, 'softmax', 48, 54, 0.001623982441216653]"
18,-0.5375000238418579,"[0.0002667975771759725, 183, 'sigmoid', 160, 159, 0.0018572304048120067]"
19,-0.53125,"[0.001, 100, 'sigmoid', 64, 50, 0.001]"
