0,-0.7090163826942444,"[0.0073380302450039665, 190, 'softmax', 244, 119, 0.008058983711974645]"
1,-0.7066666483879089,"[0.00747563751899894, 177, 'softmax', 225, 84, 0.008628437601433918]"
2,-0.703125,"[0.001, 100, 'sigmoid', 64, 50, 0.001]"
3,-0.6875,"[0.0004997403920027925, 101, 'relu', 64, 184, 0.0007998409000490378]"
4,-0.6837607026100159,"[0.001925679253265886, 104, 'softmax', 117, 26, 0.003051977372577181]"
5,-0.6792452931404114,"[0.00030839049668792144, 107, 'sigmoid', 53, 36, 0.0007728171429212883]"
6,-0.6694560647010803,"[0.007243461101626505, 165, 'softmax', 239, 166, 0.009935450363193911]"
7,-0.6625514626502991,"[0.0029225865121624657, 175, 'sigmoid', 243, 74, 0.009627839926081738]"
8,-0.6624472737312317,"[0.0002533476429580203, 102, 'relu', 237, 67, 0.00047341621440805587]"
9,-0.6619718074798584,"[0.00034303075341196316, 103, 'relu', 71, 192, 0.0005426063099293474]"
10,-0.6396760940551758,"[0.0004714533874391273, 178, 'softmax', 247, 129, 0.0087565146249202]"
11,-0.6326530575752258,"[0.0017135805965565107, 192, 'softmax', 147, 67, 0.0012704771550610787]"
12,-0.628000020980835,"[0.0002320951902492554, 196, 'relu', 250, 8, 0.0019553270817379647]"
13,-0.5932203531265259,"[0.006001332761194764, 166, 'softmax', 59, 95, 0.007979226104438198]"
14,-0.5857142806053162,"[0.008209747672830057, 136, 'softmax', 210, 85, 0.006845189492579224]"
15,-0.3529411852359772,"[0.0019062646492929568, 140, 'relu', 136, 167, 0.009498911833780595]"
16,-0.3166666626930237,"[0.0029685822881743438, 100, 'relu', 60, 40, 0.000974235589560658]"
17,-0.3076923191547394,"[0.0027080561823672033, 101, 'relu', 39, 8, 0.003101669581259393]"
18,-0.27272728085517883,"[0.00029739437346461013, 128, 'relu', 77, 95, 0.007840985879229921]"
19,-0.2380952388048172,"[0.0003363660380316918, 114, 'relu', 63, 54, 0.009701407949574737]"
