0,-0.6695238863126919,"[0.00022949417991991033, 125, 'softmax', 41, 29, 0.004592069753164932]"
1,-0.6683160607426312,"[0.0017423607842196312, 157, 'sigmoid', 164, 23, 0.0015996853463251558]"
2,-0.6670772545634748,"[0.009286196609608643, 179, 'sigmoid', 166, 19, 0.008442013005848915]"
3,-0.6666274044079522,"[0.008224215899217376, 119, 'softmax', 217, 41, 0.008902963172898626]"
4,-0.6664836261980831,"[0.001, 100, 'sigmoid', 64, 5, 0.001]"
5,-0.6660780903500026,"[0.00015037821947634354, 172, 'softmax', 192, 94, 0.009958162273613076]"
6,-0.6660291009067015,"[0.0017065811165409028, 104, 'softmax', 239, 54, 0.006081791316447976]"
7,-0.6654713802666776,"[0.0001698557936199085, 139, 'softmax', 190, 98, 0.008667809302040409]"
8,-0.6648736560369463,"[0.0014851057359465357, 142, 'softmax', 199, 52, 0.004762328868073913]"
9,-0.664658675319256,"[0.0008984837292590069, 194, 'sigmoid', 171, 75, 0.008766873010452985]"
10,-0.6646365814696485,"[0.01, 200, 'softmax', 32, 100, 1e-06]"
11,-0.6633304055429826,"[0.0004429043658692452, 100, 'sigmoid', 171, 30, 0.008002450758273253]"
