-0.6034539937973022,"[500, 0.001742232691975903, 0.0008114817204226832, 47]"
-0.5225497484207153,"[100, 0.001, 0.001, 64]"
-0.5206658244132996,"[92, 0.0021753121283837984, 0.0014734223459127792, 50]"
-0.5157263278961182,"[428, 0.000694895623545137, 0.002060460394866485, 300]"
-0.5047348737716675,"[332, 0.0025787695015805417, 0.005422542256590076, 387]"
-0.4977090358734131,"[385, 0.009752653857172432, 0.006156519415743777, 440]"
-0.4910271167755127,"[256, 0.0015125868353025908, 0.004781184945930872, 274]"
-0.4741069972515106,"[438, 0.000904415040485404, 0.006486403085966442, 72]"
-0.14866536855697632,"[342, 0.0016165709548475482, 0.00925116129288359, 304]"
-0.03318740054965019,"[192, 0.0005354834782501743, 0.004272248903367685, 346]"
-0.0,"[147, 0.00014725120850317067, 0.00892002804740448, 127]"
-0.0,"[419, 0.00017110610579649003, 0.0017102627724281379, 97]"
