0.1343019,0.08654618,-0.00996715
0.1243863,0.07361356,0.00806546
0.1549584,0.07290583,-0.01170468
0.1036747,0.09704611,0.002805062
0.0935922,0.1074489,0.003863663
0.09793674,NaN,NaN
0.226515,0.05936597,-0.006218973
0.09544791,NaN,NaN
0.09743859,0.1141663,-0.0006162895
0.1343281,0.06683891,-0.001854015
0.1389589,0.08363887,0.0004127594
0.0794411,0.1216323,0.006693459
0.09312616,NaN,NaN
0.1389024,0.08430521,-0.009561616
0.08951388,0.1517813,-0.003890801
0.1418888,NaN,NaN
0.1942131,NaN,NaN
0.1219269,0.09633008,0.003630742
0.1341372,0.0978767,0.008812218
0.1216995,NaN,NaN
0.1645908,0.07905688,0.01627062
0.115863,0.09745663,0.01417139
0.1397351,0.07980952,-0.005177385
0.1118624,0.07885503,-0.0071263
0.1192547,0.1064963,-0.01580553
0.1104699,0.1067159,0.001409317
0.09486267,0.1452154,-0.005191911
0.08719708,NaN,NaN
0.1307771,0.05822203,0.007326583
0.09897202,NaN,NaN
0.09283778,NaN,NaN
0.1153316,0.1003061,-0.003512843
0.06060492,0.2302702,-0.003103318
0.07931216,0.1127277,-0.008450521
0.1248825,0.08306251,-0.01144748
0.1096182,NaN,NaN
0.3309157,0.0642888,0.01700442
0.07677703,0.1255992,-0.006107623
0.0820441,0.1124189,0.007885544
0.07670171,0.1641049,-0.02074926
