0.9389436,0.9241499,0.9231916
0.979618,0.8790213,0.9208594
0.9469193,0.9096333,0.9194856
0.9730781,0.9547024,0.9599704
0.9635293,0.9481286,0.9508371
0.9570278,0.9105818,0.9245759
0.9579847,0.8439015,0.8874743
0.9552606,0.8649139,0.9011834
0.9611158,0.9601246,0.9567104
0.9792006,0.9680128,0.9696365
0.9705965,0.9556249,0.9596109
0.9542338,0.9302947,0.9346467
0.9743906,0.9842863,0.9764938
0.9591384,0.9438536,0.9457067
0.961596,0.9287108,0.939905
0.9604394,0.9347425,0.9426304
0.9788217,0.9173997,0.9417997
0.9680913,0.9178904,0.9356256
0.9597442,0.9305821,0.938666
0.9579617,0.9525462,0.9501688
0.984584,0.9363271,0.9557085
0.9486219,0.9615494,0.9511975
0.9529806,0.903333,0.9197881
0.947705,0.961116,0.9493933
0.9602213,0.89781,0.9199757
0.9558968,0.9576286,0.9511878
0.9609358,0.9448519,0.9479772
0.9674572,0.9570305,0.9576205
0.9629598,0.9117441,0.9298232
0.9673075,0.7126654,0.816256
0.9609226,0.9552839,0.9541826
0.9719964,0.9751524,0.9710928
0.9715455,0.921773,0.9415158
0.9379454,0.9869016,0.9569382
0.9514336,0.8894083,0.9071408
0.9643223,0.9638891,0.960819
0.9638638,0.9595898,0.9591053
0.965721,0.8933363,0.9227964
0.9615683,0.9328272,0.9430842
0.9321152,0.906427,0.9116855
0.965753,0.9843545,0.972947
