0.8747271,0.803573,0.8208878
0.9056208,0.9330614,0.9082143
0.8026287,0.8683535,0.817663
0.8941085,0.790111,0.8266872
0.910171,0.7591636,0.8135492
0.8720437,0.8361022,0.839601
0.8539403,0.7128351,0.7569708
0.8998025,0.6980839,0.7764061
0.8247059,0.7474279,0.7549861
0.8470285,0.8478479,0.8287649
0.9119627,0.7404824,0.801556
0.8735501,0.8763618,0.8632013
0.837974,0.7482157,0.7558974
0.8809511,0.8013787,0.8260458
0.9539404,0.8601064,0.8941434
0.8679224,0.7228477,0.7598433
0.8667126,0.7433468,0.7786496
0.8442047,0.9234914,0.8715261
0.9185295,0.7591879,0.8094776
0.904924,0.7621878,0.8135051
0.8957953,0.8889772,0.8739495
0.8968326,0.7548728,0.8035365
0.8571763,0.8000014,0.8123588
0.9113097,0.8524573,0.8680671
0.8730809,0.8420325,0.8448598
0.8652058,0.9426206,0.8941673
0.8223331,0.7945735,0.7929457
0.9386601,0.7718893,0.83699
0.9040765,0.6438891,0.7351546
0.8699444,0.700636,0.7546317
0.8849091,0.7568843,0.7995504
0.9078005,0.8429647,0.8584989
0.9211803,0.7941366,0.8414047
0.8221424,0.887946,0.8399201
0.8323675,0.8313737,0.8120916
0.8228924,0.8476261,0.8165255
0.9012439,0.7058455,0.7771742
0.967894,0.6939214,0.8046152
0.8960374,0.766137,0.809664
0.9107664,0.78579,0.8312829
0.833687,0.7736935,0.7820391
