-0.75,"[5, 0.00816002444294077, 0.01, 367]"
-0.75,"[168, 0.005207935540774098, 0.008049118693126786, 352]"
-0.75,"[358, 0.008061110907860792, 0.003877788349324166, 491]"
-0.20000000298023224,"[310, 0.0020694377026600473, 0.007278860069069093, 320]"
-0.20000000298023224,"[342, 0.001960839419918168, 0.009487607409044226, 159]"
-0.15000000596046448,"[236, 0.0009947833672141317, 0.008108534458930691, 330]"
-0.10000000149011612,"[100, 0.001, 0.001, 64]"
-0.10000000149011612,"[165, 0.001016779971828398, 0.0038983095969249656, 384]"
-0.10000000149011612,"[497, 0.001268267328452243, 0.0006528103274687687, 215]"
-0.0,"[301, 0.00020901854067639962, 0.0074237435698634455, 286]"
-0.0,"[308, 0.0001626921368231715, 0.0016847923380427898, 467]"
-0.0,"[483, 0.00018020844909938418, 0.004788851287654206, 500]"
